SAP_Table,BQ_Table,SAP_Field,Key_Field,SAP_Type,Length,Type_Kind,Ext_Element,Temp_Field,Values,Ext_Field_Name,Field_Description
vbrk,billing_header,dw_active_indicator,,,,,,dw_active_indicator,,dw_active_indicator,Valid Indicator
vbrk,billing_header,dw_start_date,,,,,,dw_start_date,,dw_start_date,Record start date
vbrk,billing_header,dw_end_date,,,,,,dw_end_date,,dw_end_date,Record end date
vbrk,billing_header,dw_updated_date,,,,,,dw_last_update_date,,dw_last_update_date,Record Inserted/Updated date
vbrp,billing_line_item,finalmd5key,,,,,,finalmd5key,,finalmd5key,MD5 key combining all columns
vbrp,billing_line_item,dw_input_sequence,,,,,,dw_input_sequence,,dw_input_sequence,Input squenece number
vbrp,billing_line_item,dw_active_indicator,,,,,,dw_active_indicator,,dw_active_indicator,Valid Indicator
vbrp,billing_line_item,dw_start_date,,,,,,dw_start_date,,dw_start_date,Record start date
vbrp,billing_line_item,dw_end_date,,,,,,dw_end_date,,dw_end_date,Record end date
vbrp,billing_line_item,dw_updated_date,,,,,,dw_last_update_date,,dw_last_update_date,Record Inserted/Updated date
vbuk,sales_document_header_status,MANDT,X,CLNT,3,C,STRING,client,@GO@,client,Client
vbuk,sales_document_header_status,VBELN,X,CHAR,10,C,STRING,sales_document,@GO@,sales_document,Sales and Distribution Document Number
vbuk,sales_document_header_status,RFSTK,,CHAR,1,C,STRING,ref_status,@GO@,ref_status,Reference Status (All Items)
vbuk,sales_document_header_status,RFGSK,,CHAR,1,C,STRING,total_refstatus,@GO@,total_refstatus,Overall Reference Status (All Items)
vbuk,sales_document_header_status,BESTK,,CHAR,1,C,STRING,confirmed,@GO@,confirmed,Confirmation Status (All Items)
vbuk,sales_document_header_status,LFSTK,,CHAR,1,C,STRING,delivery_status,@GO@,delivery_status,Delivery Status (All Items)
vbuk,sales_document_header_status,LFGSK,,CHAR,1,C,STRING,ovrl_delvry_sts,@GO@,ovrl_delvry_sts,Overall Delivery Status (All Items)
vbuk,sales_document_header_status,WBSTK,,CHAR,1,C,STRING,ovrlgdsmvtstat,@GO@,ovrlgdsmvtstat,Goods Movement Status (All Items)
vbuk,sales_document_header_status,FKSTK,,CHAR,1,C,STRING,billing_status,,billing_status,Billing Status
vbuk,sales_document_header_status,FKSAK,,CHAR,1,C,STRING,bill_stat_order,@GO@,bill_stat_order,Billing Status (Order-Related Billing Document)
vbuk,sales_document_header_status,BUCHK,,CHAR,1,C,STRING,posting_status,,posting_status,Posting Status of Billing Document
vbuk,sales_document_header_status,ABSTK,,CHAR,1,C,STRING,rejection_sts,@GO@,rejection_sts,Rejection Status (All Items)
vbuk,sales_document_header_status,GBSTK,,CHAR,1,C,STRING,overall_status,@GO@,overall_status,Overall Processing Status (Header/All Items)
vbuk,sales_document_header_status,KOSTK,,CHAR,1,C,STRING,ovr_pick_status,,ovr_pick_status,Picking Status/Putaway Status (All Items)
vbuk,sales_document_header_status,LVSTK,,CHAR,1,C,STRING,overallwmstatus,,overallwmstatus,Status of Warehouse Management Activities (All Items)
vbuk,sales_document_header_status,UVALS,,CHAR,1,C,STRING,item_data,@GO@,item_data,Incompletion Status (All Items)
vbuk,sales_document_header_status,UVVLS,,CHAR,1,C,STRING,item_deliv_data,@GO@,item_deliv_data,Delivery Incompletion Status (All Items)
vbuk,sales_document_header_status,UVFAS,,CHAR,1,C,STRING,item_bill_data,@GO@,item_bill_data,Billing Incompletion Status (All Items)
vbuk,sales_document_header_status,UVALL,,CHAR,1,C,STRING,header_data,@GO@,header_data,Incompletion Status (Header)
vbuk,sales_document_header_status,UVVLK,,CHAR,1,C,STRING,header_dlv_data,@GO@,header_dlv_data,Delivery Incompletion Status (Header)
vbuk,sales_document_header_status,UVFAK,,CHAR,1,C,STRING,header_bill_dat,@GO@,header_bill_dat,Billing Incompletion Status (Header)
vbuk,sales_document_header_status,UVPRS,,CHAR,1,C,STRING,pricing,@GO@,pricing,Pricing Incompletion Status (All Items)
vbuk,sales_document_header_status,VBTYP,,CHAR,4,C,STRING,document_cat,@GO@,document_cat,SD Document Category
vbuk,sales_document_header_status,VBOBJ,,CHAR,1,C,STRING,document_object,,document_object,SD document object
vbuk,sales_document_header_status,AEDAT,,DATS,8,D,DATUM,changed_on,@GO@,changed_on,Date of Last Change
vbuk,sales_document_header_status,FKIVK,,CHAR,1,C,STRING,totals_status,,totals_status,Intercompany Billing Status (All Items)
vbuk,sales_document_header_status,RELIK,,CHAR,1,C,STRING,inv_list_status,,inv_list_status,Invoice list status of billing document
vbuk,sales_document_header_status,UVK01,,CHAR,1,C,STRING,hdr_reserves_1,@GO@,hdr_reserves_1,Customer reserves 1: Header status
vbuk,sales_document_header_status,UVK02,,CHAR,1,C,STRING,hdr_reserves_2,@GO@,hdr_reserves_2,Customer reserves 2: Header status
vbuk,sales_document_header_status,UVK03,,CHAR,1,C,STRING,hdr_reserves_3,@GO@,hdr_reserves_3,Customer reserves 3: Header status
vbuk,sales_document_header_status,UVK04,,CHAR,1,C,STRING,hdr_reserves_4,@GO@,hdr_reserves_4,Custmer reserves 4: Header status
vbuk,sales_document_header_status,UVK05,,CHAR,1,C,STRING,hdr_reserves_5,@GO@,hdr_reserves_5,Customer reserves 5: Header status
vbuk,sales_document_header_status,UVS01,,CHAR,1,C,STRING,total_reserves1,@GO@,total_reserves1,Customer reserves 1: Sum of all items
vbuk,sales_document_header_status,UVS02,,CHAR,1,C,STRING,totalreserves2,@GO@,totalreserves2,Customer reserves 2: Sum of all items
vbuk,sales_document_header_status,UVS03,,CHAR,1,C,STRING,total_reserves3,@GO@,total_reserves3,Customer reserves 3: Sum of all items
vbuk,sales_document_header_status,UVS04,,CHAR,1,C,STRING,total_reserves4,@GO@,total_reserves4,Customer reserves 4: Sum of all items
vbuk,sales_document_header_status,UVS05,,CHAR,1,C,STRING,total_reserves5,@GO@,total_reserves5,Customer reserves 5: Sum of all items
vbuk,sales_document_header_status,PKSTK,,CHAR,1,C,STRING,packing_status,,packing_status,Packing Status (All Items)
vbuk,sales_document_header_status,CMPSA,,CHAR,1,C,STRING,static_check,,static_check,Status of static credit limit check
vbuk,sales_document_header_status,CMPSB,,CHAR,1,C,STRING,dynamic_check,,dynamic_check,Status of dynamic credit limit check in the credit horizon
vbuk,sales_document_header_status,CMPSC,,CHAR,1,C,STRING,value,@GO@,value,Status of Credit Check Against Maximum Document Value
vbuk,sales_document_header_status,CMPSD,,CHAR,1,C,STRING,termsofpayment,@GO@,termsofpayment,Status of Credit Check Against Terms of Payment
vbuk,sales_document_header_status,CMPSE,,CHAR,1,C,STRING,customer_date,,customer_date,Status of credit check against customer review date
vbuk,sales_document_header_status,CMPSF,,CHAR,1,C,STRING,open_items,,open_items,Status of credit check against open items due
vbuk,sales_document_header_status,CMPSG,,CHAR,1,C,STRING,oldest_item,,oldest_item,Status of credit check against oldest open items
vbuk,sales_document_header_status,CMPSH,,CHAR,1,C,STRING,max_dunn_level,,max_dunn_level,Status of credit check against highest dunning level
vbuk,sales_document_header_status,CMPSI,,CHAR,1,C,STRING,financial_doc,@GO@,financial_doc,Status of Credit Check Against Financial Document
vbuk,sales_document_header_status,CMPSJ,,CHAR,1,C,STRING,exptcreditinsur,@GO@,exptcreditinsur,Status of Credit Check Against Export Credit Insurance
vbuk,sales_document_header_status,CMPSK,,CHAR,1,C,STRING,payment_card,@GO@,payment_card,Status of Credit Check Against Payment Card Authorization
vbuk,sales_document_header_status,CMPSL,,CHAR,1,C,STRING,reserve,,reserve,Status of credit check of reserves 4
vbuk,sales_document_header_status,CMPS0,,CHAR,1,C,STRING,reserve,,reserve_1,Status of credit check for customer reserve 1
vbuk,sales_document_header_status,CMPS1,,CHAR,1,C,STRING,reserve,,reserve_2,Status of credit check for customer reserve 2
vbuk,sales_document_header_status,CMPS2,,CHAR,1,C,STRING,reserve,,reserve_3,Status of credit check for customer reserve 3
vbuk,sales_document_header_status,CMGST,,CHAR,1,C,STRING,overallcredstat,@GO@,overallcredstat,Overall Status of Credit Checks
vbuk,sales_document_header_status,TRSTA,,CHAR,1,C,STRING,trns_plan_stat,@GO@,trns_plan_stat,Transportation Planning Status (Header)
vbuk,sales_document_header_status,KOQUK,,CHAR,1,C,STRING,confirmation,,confirmation,Status of Pick Confirmation
vbuk,sales_document_header_status,COSTA,,CHAR,1,C,STRING,confirm_status,@GO@,confirm_status,Confirmation Status for ALE
vbuk,sales_document_header_status,SAPRL,,CHAR,4,C,STRING,sap_release,,sap_release,SAP Release
vbuk,sales_document_header_status,UVPAS,,CHAR,1,C,STRING,it_data_packag,,it_data_packag,Totals Incomplete Status for all Items: Packaging
vbuk,sales_document_header_status,UVPIS,,CHAR,1,C,STRING,it_data_pck_putaway,,it_data_pck_putaway,Totals Incomplete Status for all Items: Picking
vbuk,sales_document_header_status,UVWAS,,CHAR,1,C,STRING,item_data_gm,,item_data_gm,Total Incomplete Status of all Items: Post Goods Movement
vbuk,sales_document_header_status,UVPAK,,CHAR,1,C,STRING,head_data_pckg,,head_data_pckg,Header Incomplete Status for Packaging
vbuk,sales_document_header_status,UVPIK,,CHAR,1,C,STRING,head_data_pck_putawy,,head_data_pck_putawy,Header Incomplete Status for Picking/Putaway
vbuk,sales_document_header_status,UVWAK,,CHAR,1,C,STRING,head_data_gm,,head_data_gm,Post Header Incomplete Status for Goods Movement
vbuk,sales_document_header_status,UVGEK,,CHAR,1,C,STRING,head_data_dan_gds,,head_data_dan_gds,UNUSED
vbuk,sales_document_header_status,CMPSM,,CHAR,1,C,STRING,data_obsolete,,data_obsolete,Credit check data is obsolete
vbuk,sales_document_header_status,DCSTK,,CHAR,1,C,STRING,delay_status,@GO@,delay_status,Delay Status (All Items)
vbuk,sales_document_header_status,VESTK,,CHAR,1,C,STRING,hu_in_stock,,hu_in_stock,Handling Unit Placed in Stock
vbuk,sales_document_header_status,VLSTK,,CHAR,1,C,STRING,statdecntrlwhse,,statdecntrlwhse,Distribution Status (Decentralized Warehouse Processing)
vbuk,sales_document_header_status,RRSTA,,CHAR,1,C,STRING,rev_det_status,,rev_det_status,Revenue determination status
vbuk,sales_document_header_status,BLOCK,,CHAR,1,C,STRING,indicator_document_preselecte,,indicator_document_preselecte,Indicator: Document preselected for archiving
vbuk,sales_document_header_status,FSSTK,,CHAR,1,C,STRING,ov_b_blk_stat,@GO@,ov_b_blk_stat,Billing Block Status (All Items)
vbuk,sales_document_header_status,LSSTK,,CHAR,1,C,STRING,dlv_blk_status,@GO@,dlv_blk_status,Overall Delivery Block Status (All Items)
vbuk,sales_document_header_status,SPSTG,,CHAR,1,C,STRING,overall_blk_st,@GO@,overall_blk_st,Overall Block Status (Header)
vbuk,sales_document_header_status,PDSTK,,CHAR,1,C,STRING,pod_status,,pod_status,POD Status on Header Level
vbuk,sales_document_header_status,FMSTK,,CHAR,1,C,STRING,status_funds_mgmt,@GO@,status_funds_mgmt,Status Funds Management
vbuk,sales_document_header_status,MANEK,,CHAR,1,C,STRING,manual_completion,@GO@,manual_completion,Manual Completion of Contract
vbuk,sales_document_header_status,SPE_TMPID,,CHAR,1,C,STRING,temporary_inbound_delivery,,temporary_inbound_delivery,Temporary inbound delivery
vbuk,sales_document_header_status,HDALL,,CHAR,1,C,STRING,hold,,hold,Inbound delivery header not yet complete (on Hold)
vbuk,sales_document_header_status,HDALS,,CHAR,1,C,STRING,phold,,phold,At least one of ID items not yet complete (on Hold)
vbuk,sales_document_header_status,CMPS_CM,,CHAR,1,C,STRING,sap_cred_mgmt,@GO@,sap_cred_mgmt,Status of Credit Check SAP Credit Management
vbuk,sales_document_header_status,CMPS_TE,,CHAR,1,C,STRING,crma_te_status,@GO@,crma_te_status,Status of Technical Error SAP Credit Management
vbuk,sales_document_header_status,VBTYP_EXT,,CHAR,4,C,STRING,cat_ext_obsol,,cat_ext_obsol,Extension of SD Document Category - Obsolete
vbuk,sales_document_header_status,__SAPMP__LBASK,,CHAR,1,C,STRING,dtucsta,,dtucsta,DTUC Status
vbuk,sales_document_header_status,FSH_AR_STAT_HDR,,CHAR,1,C,STRING,arun_status_at_hdr,,arun_status_at_hdr,Overall Allocation Status (Sales Document Header)
vbup,sales_document_item_status,MANDT,X,CLNT,3,C,STRING,client,@GO@,client,Client
vbup,sales_document_item_status,VBELN,X,CHAR,10,C,STRING,sales_document,@GO@,sales_document,Sales and Distribution Document Number
vbup,sales_document_item_status,POSNR,X,NUMC,6,N,STRING,item,@GO@,item,Item number of the SD document
vbup,sales_document_item_status,RFSTA,,CHAR,1,C,STRING,reference_sts,@GO@,reference_sts,Reference Status (Item)
vbup,sales_document_item_status,RFGSA,,CHAR,1,C,STRING,reference_stat,@GO@,reference_stat,Overall Reference Status (Item)
vbup,sales_document_item_status,BESTA,,CHAR,1,C,STRING,confirmed,@GO@,confirmed,Confirmation Status (Item)
vbup,sales_document_item_status,LFSTA,,CHAR,1,C,STRING,delivery_status,@GO@,delivery_status,Delivery Status (Item)
vbup,sales_document_item_status,LFGSA,,CHAR,1,C,STRING,ovrl_delvry_sts,@GO@,ovrl_delvry_sts,Overall Delivery Status (Item)
vbup,sales_document_item_status,WBSTA,,CHAR,1,C,STRING,goodsmovementst,@GO@,goodsmovementst,Goods Movement Status
vbup,sales_document_item_status,FKSTA,,CHAR,1,C,STRING,billing_status,,billing_status,Delivery-Related Billing Status (Item)
vbup,sales_document_item_status,FKSAA,,CHAR,1,C,STRING,billing_status,@GO@,billing_status_1,Order-Related Billing Status (Item)
vbup,sales_document_item_status,ABSTA,,CHAR,1,C,STRING,rejection_sts,@GO@,rejection_sts,Rejection Status (Item)
vbup,sales_document_item_status,GBSTA,,CHAR,1,C,STRING,overall_status,@GO@,overall_status,Overall Processing Status (Item)
vbup,sales_document_item_status,KOSTA,,CHAR,1,C,STRING,picking_status,,picking_status,Picking Status/Putaway Status (Item)
vbup,sales_document_item_status,LVSTA,,CHAR,1,C,STRING,wm_activ_status,,wm_activ_status,Status of Warehouse Management Activities (Item)
vbup,sales_document_item_status,UVALL,,CHAR,1,C,STRING,item,@GO@,item_1,Incompletion Status (Item)
vbup,sales_document_item_status,UVVLK,,CHAR,1,C,STRING,item_deliv_data,@GO@,item_deliv_data,Delivery Incompletion Status (Item)
vbup,sales_document_item_status,UVFAK,,CHAR,1,C,STRING,item_bill_data,@GO@,item_bill_data,Billing Incompletion Status (Item)
vbup,sales_document_item_status,UVPRS,,CHAR,1,C,STRING,pricing,@GO@,pricing,Pricing Incompletion Status (Item)
vbup,sales_document_item_status,FKIVP,,CHAR,1,C,STRING,interco_billst,,interco_billst,Intercompany Billing Status (Item)
vbup,sales_document_item_status,UVP01,,CHAR,1,C,STRING,item_reserves_1,@GO@,item_reserves_1,Customer reserves 1: Item status
vbup,sales_document_item_status,UVP02,,CHAR,1,C,STRING,item_reserves_2,@GO@,item_reserves_2,Customer reserves 2: Item status
vbup,sales_document_item_status,UVP03,,CHAR,1,C,STRING,item_reserves_3,@GO@,item_reserves_3,Item reserves 3: Item status
vbup,sales_document_item_status,UVP04,,CHAR,1,C,STRING,item_reserves_4,@GO@,item_reserves_4,Item reserves 4: Item status
vbup,sales_document_item_status,UVP05,,CHAR,1,C,STRING,item_reserves_5,@GO@,item_reserves_5,Customer reserves 5: Item status
vbup,sales_document_item_status,PKSTA,,CHAR,1,C,STRING,packing_status,,packing_status,Packing Status (Item)
vbup,sales_document_item_status,KOQUA,,CHAR,1,C,STRING,confirmation,,confirmation,Confirmation status of picking/putaway
vbup,sales_document_item_status,COSTA,,CHAR,1,C,STRING,confirm_status,@GO@,confirm_status,Confirmation Status for ALE
vbup,sales_document_item_status,CMPPI,,CHAR,1,C,STRING,financial_doc,@GO@,financial_doc,Status of Credit Check Against Financial Document
vbup,sales_document_item_status,CMPPJ,,CHAR,1,C,STRING,exptcreditinsur,@GO@,exptcreditinsur,Status of Credit Check Against Export Credit Insurance
vbup,sales_document_item_status,UVPIK,,CHAR,1,C,STRING,item_data_pck_putawy,,item_data_pck_putawy,Incomplete status of item for picking/putaway
vbup,sales_document_item_status,UVPAK,,CHAR,1,C,STRING,it_data_pckgng,,it_data_pckgng,Incomplete status of item for packaging
vbup,sales_document_item_status,UVWAK,,CHAR,1,C,STRING,item_data_gm,,item_data_gm,Incomplete status of item regarding goods issue
vbup,sales_document_item_status,DCSTA,,CHAR,1,C,STRING,delay_status,@GO@,delay_status,Delay Status (Item)
vbup,sales_document_item_status,RRSTA,,CHAR,1,C,STRING,rev_det_status,,rev_det_status,Revenue determination status
vbup,sales_document_item_status,VLSTP,,CHAR,1,C,STRING,decentr_whse,,decentr_whse,Decentralized whse processing
vbup,sales_document_item_status,FSSTA,,CHAR,1,C,STRING,billg_block_sts,@GO@,billg_block_sts,Billing Block Status (Item)
vbup,sales_document_item_status,LSSTA,,CHAR,1,C,STRING,dlv_blk_status,@GO@,dlv_blk_status,Overall Delivery Block Status (Item)
vbup,sales_document_item_status,PDSTA,,CHAR,1,C,STRING,pod_status,,pod_status,POD status on item level
vbup,sales_document_item_status,MANEK,,CHAR,1,C,STRING,manual_completion,@GO@,manual_completion,Manual Completion of Contract
vbup,sales_document_item_status,HDALL,,CHAR,1,C,STRING,dlyitemnotcomp,,dlyitemnotcomp,Inbound Delivery Item Not Yet Complete (on Hold)
vbup,sales_document_item_status,__SAPMP__LBASP,,CHAR,1,C,STRING,dtucsta,,dtucsta,DTUC Status
vbup,sales_document_item_status,FSH_AR_STAT_ITM,,CHAR,1,C,STRING,arun_status_item,,arun_status_item,Allocation Status of a Sales Document Item
vbup,sales_document_item_status,MILL_VS_VSSTA,,CHAR,1,C,STRING,status,,status,Status of sales order item
vfkk,shipment_cost_header,MANDT,X,CLNT,3,C,STRING,client,@GO@,client,Client
vfkk,shipment_cost_header,FKNUM,X,CHAR,10,C,STRING,shipmt_cost_no,,shipmt_cost_no,Shipment Cost Number
vfkk,shipment_cost_header,VBTYP,,CHAR,4,C,STRING,document_cat,@GO@,document_cat,SD Document Category
vfkk,shipment_cost_header,FKART,,CHAR,4,C,STRING,ship_cost_type,@GO@,ship_cost_type,Shipment cost type
vfkk,shipment_cost_header,STERM,,CHAR,1,C,STRING,determine_legs,,determine_legs,Leg determination
vfkk,shipment_cost_header,PRSDT,,DATS,8,D,DATUM,pricing_date,,pricing_date,Pricing date
vfkk,shipment_cost_header,BUDAT,,DATS,8,D,DATUM,settlement_date,@GO@,settlement_date,Settlement date
vfkk,shipment_cost_header,EXTI1,,CHAR,20,C,STRING,external_id_1,,external_id_1,External identification 1 header
vfkk,shipment_cost_header,EXTI2,,CHAR,20,C,STRING,external_id_2,,external_id_2,External identification 2
vfkk,shipment_cost_header,STBER,,CHAR,1,C,STRING,calculated,,calculated,Status of calculation (shipment costs header data)
vfkk,shipment_cost_header,STFRE,,CHAR,1,C,STRING,assigned,,assigned,Status of account determination (shipment costs header data)
vfkk,shipment_cost_header,STABR,,CHAR,1,C,STRING,transferred,,transferred,Status of transfer (shipment costs header data)
vfkk,shipment_cost_header,ERNAM,,CHAR,12,C,STRING,created_by,@GO@,created_by,Name of Person who Created the Object
vfkk,shipment_cost_header,ERDAT,,DATS,8,D,DATUM,created_on,@GO@,created_on,Date on which the record was created
vfkk,shipment_cost_header,ERZET,,TIMS,6,T,UZEIT,entry_time,@GO@,entry_time,Entry time
vfkk,shipment_cost_header,AENAM,,CHAR,12,C,STRING,changed_by,@GO@,changed_by,Name of person who changed object
vfkk,shipment_cost_header,AEDAT,,DATS,8,D,DATUM,changed_on,@GO@,changed_on,Date of Last Change
vfkk,shipment_cost_header,AEZET,,TIMS,6,T,UZEIT,time_of_change,,time_of_change,Time last change was made
vfkn,shipment_cost_accounting,MANDT,X,CLNT,3,C,STRING,client,@GO@,client,Client
vfkn,shipment_cost_accounting,FKNUM,X,CHAR,10,C,STRING,shipmt_cost_no,,shipmt_cost_no,Shipment Cost Number
vfkn,shipment_cost_accounting,FKPOS,X,NUMC,6,N,STRING,item,,item,Shipment costs item
vfkn,shipment_cost_accounting,LFNKN,X,NUMC,4,N,STRING,seq_number,,seq_number,Sequential number of account assignment
vfkn,shipment_cost_accounting,AEDAT,,DATS,8,D,DATUM,created_on,@GO@,created_on,Date on which the record was created
vfkn,shipment_cost_accounting,NOACT,,CHAR,1,C,STRING,inactive,,inactive,Inactive account assignment specification
vfkn,shipment_cost_accounting,KFLAG,,CHAR,1,C,STRING,change_flag_purchasing_curre,,change_flag_purchasing_curre,Change flag: Purchasing (currently not used)
vfkn,shipment_cost_accounting,NETWR,,CURR,15,P,BAPICUREXT,net_value,@GO@,net_value,Net value in currency of shipment cost item
vfkn,shipment_cost_accounting,RETYP,,CHAR,4,C,STRING,document_cat,,document_cat,SD Document Category
vfkn,shipment_cost_accounting,REBEL,,CHAR,10,C,STRING,ref_doc_no,,ref_doc_no,Referenced document
vfkn,shipment_cost_accounting,REPOS,,NUMC,6,N,STRING,ref_item_no,,ref_item_no,Referenced document item
vfkn,shipment_cost_accounting,SAKTO,,CHAR,10,C,STRING,g_l_account,@GO@,g_l_account,G/L Account Number
vfkn,shipment_cost_accounting,GSBER,,CHAR,4,C,STRING,business_area,@GO@,business_area,Business Area
vfkn,shipment_cost_accounting,KOSTL,,CHAR,10,C,STRING,cost_center,@GO@,cost_center,Cost Center
vfkn,shipment_cost_accounting,PROJNR,,NUMC,8,N,STRING,wbs_element,,wbs_element,WBS Element
vfkn,shipment_cost_accounting,VBELN,,CHAR,10,C,STRING,sales_document,@GO@,sales_document,Sales and Distribution Document Number
vfkn,shipment_cost_accounting,VBELP,,NUMC,6,N,STRING,item,,item_1,Sales Document Item
vfkn,shipment_cost_accounting,ANLN1,,CHAR,12,C,STRING,asset,@GO@,asset,Main Asset Number
vfkn,shipment_cost_accounting,ANLN2,,CHAR,4,C,STRING,sub_number,@GO@,sub_number,Asset Subnumber
vfkn,shipment_cost_accounting,AUFNR,,CHAR,12,C,STRING,order_number,@GO@,order_number,Order Number
vfkn,shipment_cost_accounting,KOKRS,,CHAR,4,C,STRING,co_area,@GO@,co_area,Controlling Area
vfkn,shipment_cost_accounting,KSTRG,,CHAR,12,C,STRING,cost_object,@GO@,cost_object,Cost Object
vfkn,shipment_cost_accounting,PAOBJNR,,NUMC,10,N,STRING,profit_segment,@GO@,profit_segment,Profitability Segment Number (CO-PA)
vfkn,shipment_cost_accounting,PRCTR,,CHAR,10,C,STRING,profit_center,@GO@,profit_center,Profit Center
vfkn,shipment_cost_accounting,PS_PSP_PNR,,NUMC,8,N,STRING,wbs_element,@GO@,wbs_element_1,Work Breakdown Structure Element (WBS Element)
vfkn,shipment_cost_accounting,NPLNR,,CHAR,12,C,STRING,network,@GO@,network,Network Number for Account Assignment
vfkn,shipment_cost_accounting,VORNR,,CHAR,4,C,STRING,activity,@GO@,activity,Operation/Activity Number
vfkn,shipment_cost_accounting,AUFPL,,NUMC,10,N,STRING,plan_no_f_oper,@GO@,plan_no_f_oper,Routing number of operations in the order
vfkn,shipment_cost_accounting,IMKEY,,CHAR,8,C,STRING,real_estate_key,@GO@,real_estate_key,Internal Key for Real Estate Object
vfkn,shipment_cost_accounting,APLZL,,NUMC,8,N,STRING,counter,@GO@,counter,Internal counter
vfkn,shipment_cost_accounting,VPTNR,,CHAR,10,C,STRING,partner,@GO@,partner,Partner account number
vfkn,shipment_cost_accounting,FIPOS,,CHAR,14,C,STRING,commitment_item,@GO@,commitment_item,Commitment Item
vfkn,shipment_cost_accounting,RECID,,CHAR,2,C,STRING,recovery_indic,@GO@,recovery_indic,Recovery Indicator
vfkn,shipment_cost_accounting,FISTL,,CHAR,16,C,STRING,funds_center,@GO@,funds_center,Funds Center
vfkn,shipment_cost_accounting,GEBER,,CHAR,10,C,STRING,fund,@GO@,fund,Fund
vfkn,shipment_cost_accounting,FKBER,,CHAR,16,C,STRING,functional_area,@GO@,functional_area,Functional Area
vfkn,shipment_cost_accounting,WERKS,,CHAR,4,C,STRING,plant,@GO@,plant,Plant
vfkn,shipment_cost_accounting,GRANT_NBR,,CHAR,20,C,STRING,grants,@GO@,grants,Grant
vfkn,shipment_cost_accounting,DABRZ,,DATS,8,D,DATUM,reference_date,@GO@,reference_date,Reference date for settlement
vfkn,shipment_cost_accounting,LSTAR,,CHAR,6,C,STRING,activity_type,@GO@,activity_type,Activity Type
vfkn,shipment_cost_accounting,PRZNR,,CHAR,12,C,STRING,business_proc,@GO@,business_proc,Business Process
vfkn,shipment_cost_accounting,BUDGET_PD,,CHAR,10,C,STRING,budget_period,@GO@,budget_period,Budget Period
vfkp,shipment_cost_item,MANDT,X,CLNT,3,C,STRING,client,@GO@,client,Client
vfkp,shipment_cost_item,FKNUM,X,CHAR,10,C,STRING,shipmt_cost_no,,shipmt_cost_no,Shipment Cost Number
vfkp,shipment_cost_item,FKPOS,X,NUMC,6,N,STRING,item,,item,Shipment costs item
vfkp,shipment_cost_item,FKPTY,,CHAR,4,C,STRING,item_category,,item_category,Item category shipment costs
vfkp,shipment_cost_item,BUKRS,,CHAR,4,C,STRING,company_code,@GO@,company_code,Company Code
vfkp,shipment_cost_item,NETWR,,CURR,15,P,BAPICUREXT,net_value,@GO@,net_value,Net value in currency of shipment cost item
vfkp,shipment_cost_item,MWSBP,,CURR,13,P,BAPICUREXT,tax_amount,@GO@,tax_amount,Tax amount in currency of shipment cost item
vfkp,shipment_cost_item,WAERS,,CUKY,5,C,STRING,currency,@GO@,currency,Currency of the Shipment Cost Item
vfkp,shipment_cost_item,MWSKZ,,CHAR,2,C,STRING,tax_code,@GO@,tax_code,Tax on sales/purchases code
vfkp,shipment_cost_item,PRSDT,,DATS,8,D,DATUM,pricing_date,,pricing_date,Pricing date
vfkp,shipment_cost_item,BUDAT,,DATS,8,D,DATUM,settlement_date,@GO@,settlement_date,Settlement date
vfkp,shipment_cost_item,EXTI1,,CHAR,20,C,STRING,external_id_1,,external_id_1,External identification 1 Item
vfkp,shipment_cost_item,EXTI2,,CHAR,20,C,STRING,external_id_2,,external_id_2,External identification 2 Item
vfkp,shipment_cost_item,TPLST,,CHAR,4,C,STRING,transportplanpt,,transportplanpt,Transportation planning point
vfkp,shipment_cost_item,VSART,,CHAR,2,C,STRING,shp_type_stage,,shp_type_stage,Shipping type for shipment stage
vfkp,shipment_cost_item,KALSM,,CHAR,6,C,STRING,pric_procedure,@GO@,pric_procedure,Pricing Procedure in Pricing
vfkp,shipment_cost_item,KNUMV,,CHAR,10,C,STRING,doc_condition,@GO@,doc_condition,Number of the Document Condition
vfkp,shipment_cost_item,WERKS,,CHAR,4,C,STRING,plant,@GO@,plant,Plant
vfkp,shipment_cost_item,EKORG,,CHAR,4,C,STRING,purchasing_org,,purchasing_org,Purchasing organization
vfkp,shipment_cost_item,EKGRP,,CHAR,3,C,STRING,purch_group,,purch_group,Purchasing Group
vfkp,shipment_cost_item,EBELN,,CHAR,10,C,STRING,purchasing_doc,@GO@,purchasing_doc,Purchasing Document Number
vfkp,shipment_cost_item,EBELP,,NUMC,5,N,STRING,item,@GO@,item_1,Item Number of Purchasing Document
vfkp,shipment_cost_item,LBLNI,,CHAR,10,C,STRING,entry_sheet,,entry_sheet,Entry Sheet Number
vfkp,shipment_cost_item,PARVW,,CHAR,2,C,STRING,partner_functn,,partner_functn,Partner Function
vfkp,shipment_cost_item,TDLNR,,CHAR,10,C,STRING,service_agent,,service_agent,Number of service agent
vfkp,shipment_cost_item,RECHS,,CHAR,10,C,STRING,invoicing_party,,invoicing_party,Invoicing party for shipment cost item
vfkp,shipment_cost_item,KURST,,CHAR,4,C,STRING,exch_rate_type,@GO@,exch_rate_type,Exchange Rate Type
vfkp,shipment_cost_item,KOSTY,,CHAR,1,C,STRING,cost_type,,cost_type,Cost type (shipment cost item)
